sample_index,repo_id,class_key,focal_class,arm,generator,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,source_run_id,source_run_sample_index
135,95247959,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,ChannelUtils,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Some problems were encountered while processing the POMs: - Non-resolvable import POM: The following artifacts could not be resolved: software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT (absent): Could not find artifact software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT @ software.amazon.awssdk:http-clients:2.49.2-SNAPSHOT, D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\203_95247959_6d41ba87\compiledrepos\95247959\http-clients\pom.xml, line 42, column 25 - 'dependencies.dependency.version' for io.netty:netty-codec-http:jar is missing. @ line 39, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec-http2:jar is missing. @ line 43, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec:jar is missing. @ line 47, column 21 - 'dependencies.dependency.version' for io.netty:netty-transport:jar is missing. @ line 51, column 21 - 'dependencies.dependency.version' for io.netty:netty-common:jar is missing. @ line 55, column 21 - 'dependencies.dependency.version' for io.netty:netty-buffer:jar is missing. @ line 59, column 21 - 'dependencies.dependency.version' fo",20260724_022225_resume240,203
135,95247959,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,ChannelUtils,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_evosuite.failed,"s.dependency.version' for org.mockito:mockito-core:jar is missing. @ line 123, column 21 - 'dependencies.dependency.version' for org.assertj:assertj-core:jar is missing. @ line 128, column 21 - 'dependencies.dependency.version' for org.reactivestreams:reactive-streams-tck:jar is missing. @ line 133, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-api:jar is missing. @ line 138, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-core:jar is missing. @ line 143, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-slf4j-impl:jar is missing. @ line 148, column 21 - 'dependencies.dependency.version' for io.netty:netty-tcnative-boringssl-static:jar is missing. @ line 153, column 21 - 'dependencies.dependency.version' for io.reactivex.rxjava2:rxjava:jar is missing. @ line 158, column 21 - @ - The build could not read 1 project -> [Help 1] - - The project software.amazon.awssdk:netty-nio-client:2.49.2-SNAPSHOT (D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\203_95247959_6d41ba87\compiledrepos\95247959\http-clients\netty-nio-client\pom.xml) has 26 errors - Non-resolvable import POM: ",20260724_022225_resume240,203
136,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,CommentConventionCheck,gpt,gpt-4o-mini-2024-07-18,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex",20260724_022225_resume240,20
136,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,CommentConventionCheck,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex",20260724_022225_resume240,20
137,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,ResourceImportEvent,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[18,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,java.lang.String) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[30,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,<nulltype>) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[35,43] cannot find sy",20260724_022225_resume240,51
137,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,ResourceImportEvent,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[18,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,java.lang.String) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[30,60] cannot find symbol - symbol: method of(java.lang.String,java.lang.String,java.lang.String,<nulltype>) - location: interface java.util.Map - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/051_44308560_fa900415/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent_RBL4_fa900415Test.java:[35,43] cannot find sy",20260724_022225_resume240,51
138,558963,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/header.java,Header,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\558963\TestClasses_558963_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '558963' ---- Processing project: 558963, module: httpcache4j-api [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 558963_httpcache4j-api is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the Header class --//loading maven execution..// Test classes: -D",pilot60_resume_20260724_083102,24
140,66303306,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/channelallocationstate.java,ChannelAllocationState,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\66303306\TestClasses_66303306_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/146_66303306_031689bd/compiledrepos/66303306/event/src/test/java/com/bazaarvoice/emodb/event/db/astyanax/ChannelAllocationState_RBL4_031689bdTest.java:[39,49] isAttached() has private access in com.bazaarvoice.emodb.event.db.astyanax.ChannelAllocationState - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/146_66303306_031689bd/compiledrepos/66303306/event/src/test/java/com/bazaarvoice/emodb/event/db/astyanax/ChannelAllocationState_RBL4_031689bdTest.java:[47,50] isAttached() has private access in com.bazaarvoice.emodb.event.db.astyanax.ChannelAllocationState - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/146_66303306_031689bd/compiledrepos/66303306/event/src/test/java/com/bazaarvoice/emodb/event/db/astyanax/ChannelAllocationState_RBL4_031689bdTest.java:[54,49] isAttached() has private access in com.bazaarvoice.emodb.event.db.astyanax.ChannelAllocationState - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/146_66303306_031689bd/compiledrepos/66303306/event/src/test/java/com/bazaarvoice/emod",20260724_022225_resume240,146
142,9619226,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbrepositoryquery.java,SimpleDbRepositoryQuery,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9619226\TestClasses_9619226_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\211_9619226_ec1e9b28\compiledrepos\9619226\spring-data-simpledb-impl\src\test\java\org\springframework\data\simpledb\query\SimpleDbRepositoryQuery_RBL4_ec1e9b28Test.java:[91,19] error: class SimpleDbRepositoryQuery_RBL4_ec1e9b28Test is already defined in package org.springframework.data.simpledb.query - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\211_9619226_ec1e9b28\compiledrepos\9619226\spring-data-simpledb-impl\src\test\java\org\springframework\data\simpledb\query\SimpleDbRepositoryQuery_RBL4_ec1e9b28Test.java:[93,15] error: cannot find symbol - \A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\211_9619226_ec1e9b28\compiledrepos\9619226\spring-data-simpledb-impl\src\test\java\org\springframework\data\simpledb\query\SimpleDbRepositoryQuery_RBL4_ec1e9b28Test.java:[95,23] error: class org.springframework.data.simpledb.query.SimpleDbRepositoryQuery_RBL4_ec1e9b28Test.SimpleDbRepositoryQuery_RBL4_ec1e9b28Test is already defined in class org.springframework.data.simpledb.query.SimpleDbRepositoryQuery_RBL4_ec1e9b28Test ",20260724_022225_resume240,211
143,41547678,41547678:turin-standard-library/src/main/java/turin/relations/onetomanyrelation.java,OneToManyRelation,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\41547678\TestClasses_41547678_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/025_41547678_0ba40af0/compiledrepos/41547678/turin-standard-library/src/test/java/turin/relations/OneToManyRelation_RBL4_0ba40af0Test.java:[29,43] cannot find symbol - symbol: class Subset - location: class turin.relations.OneToManyRelation<java.lang.String,java.lang.Integer> - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/025_41547678_0ba40af0/compiledrepos/41547678/turin-standard-library/src/test/java/turin/relations/OneToManyRelation_RBL4_0ba40af0Test.java:[53,9] cannot find symbol - symbol: class ReferenceSingleEndpoint - location: class turin.relations.OneToManyRelation_RBL4_0ba40af0Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/025_41547678_0ba40af0/compiledrepos/41547678/turin-standard-library/src/test/java/turin/relations/OneToManyRelation_RBL4_0ba40af0Test.java:[61,9] cannot find symbol - symbol: class ReferenceMultipleEndpoint - location: class turin.relations.OneToManyRelation_RBL4_0ba40af0Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/025_41547678_0ba40af0/compi",20260724_022225_resume240,25
144,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/environment/pythonversion.java,PythonVersion,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/052_44308560_7d08f477/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/environment/PythonVersion_RBL4_7d08f477Test.java:[12,32] major has private access in org.rf.ide.core.environment.PythonVersion - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/052_44308560_7d08f477/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/environment/PythonVersion_RBL4_7d08f477Test.java:[13,32] minor has private access in org.rf.ide.core.environment.PythonVersion - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/052_44308560_7d08f477/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/environment/PythonVersion_RBL4_7d08f477Test.java:[14,32] micro has private access in org.rf.ide.core.environment.PythonVersion",20260724_022225_resume240,52
144,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/environment/pythonversion.java,PythonVersion,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/052_44308560_7d08f477/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/environment/PythonVersion_RBL4_7d08f477Test.java:[12,32] major has private access in org.rf.ide.core.environment.PythonVersion - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/052_44308560_7d08f477/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/environment/PythonVersion_RBL4_7d08f477Test.java:[13,32] minor has private access in org.rf.ide.core.environment.PythonVersion - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/052_44308560_7d08f477/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/environment/PythonVersion_RBL4_7d08f477Test.java:[14,32] micro has private access in org.rf.ide.core.environment.PythonVersion",20260724_022225_resume240,52
145,66303306,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/defaultslaballocator.java,DefaultSlabAllocator,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\66303306\TestClasses_66303306_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 0 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '66303306' ---- Processing project: 66303306, module: event [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 66303306_event is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the DefaultSlabAllocator class --//loading maven execution..// Test classes: -Dtest=com.bazaarvoice.emodb.event.db.astyanax.DefaultSlabAllocator_RBL4Test_b8c57976 Package command completed for 66303306_event The test smell detector ended successfully DataFrame saved to ./output/66303306/TestClasses_66303306_event_evosuite.csv ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making API call with llm: gpt-4o-mini-2024-07-18, technique: rbl4-zero-sh",pilot60_resume_20260724_083102,36
146,98410891,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberattributedomaindto.java,NumberAttributeDomainDto,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/229_98410891_a597dd0f/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto_RBL4_a597dd0fTest.java:[107,13] class com.softavail.commsrouter.api.dto.model.skill.NumberAttributeDomainDto_RBL4_a597dd0fTest is already defined in package com.softavail.commsrouter.api.dto.model.skill - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/229_98410891_a597dd0f/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto_RBL4_a597dd0fTest.java:[111,43] cannot find symbol - symbol: class List - location: class com.softavail.commsrouter.api.dto.model.skill.NumberAttributeDomainDto_RBL4_a597dd0fTest.NumberAttributeDomainDto_RBL4_a597dd0fTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/229_98410891_a597dd0f/compiledrepos/98410891/core-interface/src/test/java/com/softavail/commsrouter/api/dto/model/skill/NumberAttributeDomainDto_RBL4_a597dd0fTest.java:[39,55] incompatible types: int cannot b",20260724_022225_resume240,229
147,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,ArgumentsFile,gpt,gpt-4o-mini-2024-07-18,generated_test_runtime_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"2.java --//loading maven execution..// Test classes: -Dtest=org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 -------------------- The following general errors were encountered during the Maven build: - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.59 s <<< FAILURE! - in org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 - testWriteToTemporaryOrUseAlreadyExisting Time elapsed: 0.039 s <<< FAILURE! - org.opentest4j.AssertionFailedError: expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - at org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting(ArgumentsFile_RBL4Test_19fe2f02.java:72) - - Failures: - ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting:72 expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0 - There are test failures. - - Please refer to D:\A_ThucNghiem\scripts_v2\workspaces\pilot60_resume_20260724_083102\012_44308560_19fe2f02\compiledrepos\44308560\src\RobotFrameworkCore\org.robotframework.ide.core-functions\target\surefire-reports for the individual test r",pilot60_resume_20260724_083102,12
147,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,ArgumentsFile,evosuite,evosuite,generated_test_runtime_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"2.java --//loading maven execution..// Test classes: -Dtest=org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 -------------------- The following general errors were encountered during the Maven build: - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.59 s <<< FAILURE! - in org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 - testWriteToTemporaryOrUseAlreadyExisting Time elapsed: 0.039 s <<< FAILURE! - org.opentest4j.AssertionFailedError: expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - at org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting(ArgumentsFile_RBL4Test_19fe2f02.java:72) - - Failures: - ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting:72 expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0 - There are test failures. - - Please refer to D:\A_ThucNghiem\scripts_v2\workspaces\pilot60_resume_20260724_083102\012_44308560_19fe2f02\compiledrepos\44308560\src\RobotFrameworkCore\org.robotframework.ide.core-functions\target\surefire-reports for the individual test r",pilot60_resume_20260724_083102,12
148,95247959,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http1tunnelconnectionpool.java,Http1TunnelConnectionPool,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Some problems were encountered while processing the POMs: - Non-resolvable import POM: The following artifacts could not be resolved: software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT (absent): Could not find artifact software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT @ software.amazon.awssdk:http-clients:2.49.2-SNAPSHOT, D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\204_95247959_f157e96c\compiledrepos\95247959\http-clients\pom.xml, line 42, column 25 - 'dependencies.dependency.version' for io.netty:netty-codec-http:jar is missing. @ line 39, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec-http2:jar is missing. @ line 43, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec:jar is missing. @ line 47, column 21 - 'dependencies.dependency.version' for io.netty:netty-transport:jar is missing. @ line 51, column 21 - 'dependencies.dependency.version' for io.netty:netty-common:jar is missing. @ line 55, column 21 - 'dependencies.dependency.version' for io.netty:netty-buffer:jar is missing. @ line 59, column 21 - 'dependencies.dependency.version' fo",20260724_022225_resume240,204
148,95247959,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http1tunnelconnectionpool.java,Http1TunnelConnectionPool,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_evosuite.failed,"s.dependency.version' for org.mockito:mockito-core:jar is missing. @ line 123, column 21 - 'dependencies.dependency.version' for org.assertj:assertj-core:jar is missing. @ line 128, column 21 - 'dependencies.dependency.version' for org.reactivestreams:reactive-streams-tck:jar is missing. @ line 133, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-api:jar is missing. @ line 138, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-core:jar is missing. @ line 143, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-slf4j-impl:jar is missing. @ line 148, column 21 - 'dependencies.dependency.version' for io.netty:netty-tcnative-boringssl-static:jar is missing. @ line 153, column 21 - 'dependencies.dependency.version' for io.reactivex.rxjava2:rxjava:jar is missing. @ line 158, column 21 - @ - The build could not read 1 project -> [Help 1] - - The project software.amazon.awssdk:netty-nio-client:2.49.2-SNAPSHOT (D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\204_95247959_f157e96c\compiledrepos\95247959\http-clients\netty-nio-client\pom.xml) has 26 errors - Non-resolvable import POM: ",20260724_022225_resume240,204
